j1,j4,j2,j3,e1,e2,Eigenvalue3,Eigenvalue4,First Eigenvector Comp 3,First Eigenvector Comp 4,concur_fin,density_fin_1,density_fin_2,density_fin_3,density_fin_4,density_fin_5,density_fin_6,density_fin_7,density_fin_8,density_fin_9,density_fin_10,density_fin_11,density_fin_12,density_fin_13
1.0,0.0,-1.0,-1.0,0.25,0.25,-1.11603,0.61603,-0.88807,-0.4597,0.4857318669110015,0.0010781787509136027,0.0,0.9974977853803648,-1.5178830414797062e-18,0.0,0.00017292724722363896,0.0013293001230208204,0.0,0.0,0.0,0.0,-0.0,0.0
1.0,0.0,-1.0,-0.9,0.275,0.225,-1.10184,0.60184,-0.8825,-0.47031,0.49462947449770756,0.0010212427531653499,0.0,0.9972689495249906,7.047314121155779e-19,0.0,0.00019925258598937188,0.0016049638775157116,0.0,0.0,0.0,0.0,-0.0,0.0
1.0,0.0,-1.0,-0.8,0.3,0.2,-1.08815,0.58815,-0.87661,-0.4812,0.5035758297486368,0.0009648499801547406,0.0,0.996987524619064,-1.2197274440461925e-18,0.0,0.00022842802242272652,0.0019328965019720975,0.0,0.0,0.0,0.0,-0.0,0.0
1.0,0.0,-1.0,-0.7,0.325,0.175,-1.075,0.575,-0.87039,-0.49237,0.5125263678569818,0.0009090606099008453,-2.168404344971009e-19,0.9966455576130907,1.6805133673525319e-18,0.0,0.0002604520404508631,0.0023214917021324344,0.0,0.0,0.0,0.0,-0.0,0.0
1.0,0.0,-1.0,-0.6,0.35,0.15,-1.0624,0.5624,-0.86382,-0.5038,0.5214770931919728,0.0008540873484522896,0.0,0.996233637914804,4.336808689942018e-19,0.0,0.00029531214114532833,0.002780522401632453,0.0,0.0,0.0,0.0,-0.0,0.0
1.0,0.0,-1.0,-0.5,0.375,0.125,-1.05039,0.55039,-0.85689,-0.5155,0.5303681699873111,0.0008000127438892424,0.0,0.9957419779161543,2.710505431213761e-19,0.0,0.00033284548706910024,0.003320487104431556,0.0,0.0,0.0,0.0,-0.0,0.0
1.0,0.0,-1.0,-0.4,0.4,0.1,-1.03899,0.53899,-0.84959,-0.52744,0.539169758090654,0.0007470131734111947,0.0,0.9951594383951471,-1.6263032587282567e-18,0.0,0.0003728323824217646,0.003953257729415848,0.0,0.0,0.0,0.0,-0.0,0.0
1.0,0.0,-1.0,-0.3,0.425,0.075,-1.02822,0.52822,-0.84191,-0.53962,0.5478260323264541,0.00069526028244851,0.0,0.9944738695893767,-2.6020852139652106e-18,0.0,0.00041496263294163465,0.004691903647017851,0.0,0.0,0.0,0.0,-0.0,0.0
1.0,0.0,-1.0,-0.2,0.45,0.05,-1.01811,0.51811,-0.83384,-0.55201,0.5563046794396612,0.0006448866212697102,0.0,0.9936724924130347,-1.3552527156068805e-18,0.0,0.0004587606920685222,0.005550355621210271,0.0,0.0,0.0,0.0,-0.0,0.0
1.0,0.0,-1.0,-0.1,0.475,0.025,-1.0087,0.5087,-0.82537,-0.5646,0.5645559141944225,0.0005959956833349521,0.0,0.9927422039421481,1.4094628242311558e-18,0.0,0.0005035798156147438,0.006543118757375931,0.0,0.0,0.0,0.0,-0.0,0.0
1.0,0.0,-1.0,-0.0,0.5,0.0,-1.0,0.5,-0.8165,-0.57735,0.5725326550135329,0.0005487796788316576,0.0,0.9916681558403814,3.2526065174565133e-19,0.0,0.0005487825722725139,0.00768643067635822,0.0,0.0,0.0,0.0,-0.0,0.0
1.0,0.0,-1.0,0.1,0.525,-0.025,-0.99204,0.49204,-0.80722,-0.59025,0.5801864654074756,0.0005033568486239482,0.0,0.9904357434934167,4.336808689942018e-19,0.0,0.0005935364040442586,0.008996572436794567,0.0,0.0,0.0,0.0,-0.0,0.0
1.0,0.0,-1.0,0.2,0.55,-0.05,-0.98485,0.48485,-0.79755,-0.60326,0.587435200727837,0.0004598378687175086,0.0,0.9890302572328671,-2.0599841277224584e-18,0.0,0.0006369127003778422,0.010490065890632236,0.0,0.0,0.0,0.0,-0.0,0.0
1.0,0.0,-1.0,0.3,0.575,-0.075,-0.97844,0.47844,-0.78748,-0.61634,0.5942652540787671,0.00041836456610898836,0.0,0.9874358630205552,6.288372600415926e-18,0.0,0.0006780038498250466,0.012184503732777642,0.0,0.0,0.0,0.0,-0.0,0.0
1.0,0.0,-1.0,0.4,0.6,-0.1,-0.97284,0.47284,-0.77702,-0.62948,0.6005999583023336,0.00037901304202972387,0.0,0.9856382419810361,1.0842021724855044e-19,0.0,0.0007157820827718152,0.014096155909564033,0.0,0.0,0.0,0.0,-0.0,0.0
