j1,j2,j3,j4,e1,e2,Eigenvalue3,Eigenvalue4,First Eigenvector Comp 3,First Eigenvector Comp 4,concur_fin,density_fin_1,density_fin_2,density_fin_3,density_fin_4,density_fin_5,density_fin_6,density_fin_7,density_fin_8,density_fin_9,density_fin_10,density_fin_11,density_fin_12,density_fin_13
-1.0,0.0,-1.0,-1.0,-0.75,0.75,-0.25,0.25,0.0,-1.0,0.0432104905431464,0.9179566765447412,0.0,0.07484276504070404,0.006185143434015107,0.0,0.0,0.0010788784168232121,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-1.0,-0.9,-0.75,0.7,-0.2,0.25,0.0,-1.0,0.034067170717648476,0.9333791462995289,0.0,0.05900607055308983,0.006289059217817866,0.0,0.0,0.001408581675161003,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-1.0,-0.8,-0.75,0.65,-0.15,0.25,0.0,-1.0,0.026685376779692124,0.9456829079093093,0.0,0.046220428401545506,0.006371961311433948,0.0,0.0,0.0018324962763182596,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-1.0,-0.7,-0.75,0.6,-0.1,0.25,0.0,-1.0,0.020741992513886216,0.9553990721975751,0.0,0.035926184884264224,0.0064374283114426905,0.0,0.0,0.0023771467696377417,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-1.0,-0.6,-0.75,0.55,-0.05,0.25,0.0,-1.0,0.015953233748268042,0.9629840769247708,0.0,0.027631811397022726,0.006488535671282348,0.0,0.0,0.003076549507356814,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-1.0,-0.5,-0.75,0.5,-0.0,0.25,0.0,-1.0,0.012074787790768086,0.9688174976140298,0.0,0.02091414594422268,0.006527840950709943,0.0,0.0,0.003974297709227414,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-1.0,-0.4,-0.75,0.45,0.05,0.25,0.0,-1.0,0.008898436056582915,0.9732053804590254,0.0,0.01541254335790445,0.00655740627275772,0.0,0.0,0.0051262117797069694,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-1.0,-0.3,-0.75,0.4,0.1,0.25,0.0,-1.0,0.0062468012875914695,0.9763861386283759,0.0,0.010819777214895106,0.0065788380527197115,0.0,0.0,0.0066036989855098194,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-1.0,-0.2,-0.75,0.35,0.15,0.25,0.0,-1.0,0.003967266655610001,0.978537047311027,0.0,0.006871507414690381,0.006593330761423288,0.0,0.0,0.008497996669913046,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-1.0,-0.1,-0.75,0.3,0.2,0.25,0.0,-1.0,0.0019256621941585363,0.979780120303255,0.0,0.0033353447584971493,0.006601706521360915,0.0,0.0,0.0109255051929424,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-1.0,-0.0,-0.75,0.25,0.25,0.25,0.0,-1.0,-1.734723475976807e-18,0.9801866626534907,-2.6020852139652106e-18,0.0,0.006604445782169687,0.0,0.0,0.014034447287110592,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-1.0,0.1,-0.75,0.2,0.25,0.3,-1.0,0.0,0.0033353447584971475,0.979780120303255,0.0033353447584971475,0.006601706521360915,0.0,0.0,0.0,0.0109255051929424,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-1.0,0.2,-0.75,0.15,0.25,0.35,-1.0,0.0,0.006871507414690379,0.978537047311027,0.00687150741469038,0.006593330761423288,0.0,0.0,0.0,0.008497996669913046,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-1.0,0.3,-0.75,0.1,0.25,0.4,-1.0,0.0,0.010819777214895104,0.9763861386283759,0.010819777214895104,0.0065788380527197115,0.0,0.0,0.0,0.0066036989855098194,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-1.0,0.4,-0.75,0.05,0.25,0.45,-1.0,0.0,0.01541254335790445,0.9732053804590254,0.01541254335790445,0.00655740627275772,0.0,0.0,0.0,0.0051262117797069694,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-1.0,0.5,-0.75,0.0,0.25,0.5,-1.0,0.0,0.02091414594422268,0.9688174976140298,0.02091414594422268,0.006527840950709943,0.0,0.0,0.0,0.003974297709227414,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-1.0,0.6,-0.75,-0.05,0.25,0.55,-1.0,0.0,0.027631811397022726,0.9629840769247708,0.027631811397022726,0.006488535671282348,0.0,0.0,0.0,0.003076549507356814,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-1.0,0.7,-0.75,-0.1,0.25,0.6,-1.0,0.0,0.035926184884264224,0.9553990721975751,0.035926184884264224,0.0064374283114426905,0.0,0.0,0.0,0.0023771467696377417,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-1.0,0.8,-0.75,-0.15,0.25,0.65,-1.0,0.0,0.046220428401545506,0.9456829079093093,0.046220428401545506,0.006371961311433948,0.0,0.0,0.0,0.0018324962763182596,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-1.0,0.9,-0.75,-0.2,0.25,0.7,-1.0,0.0,0.05900607055308984,0.9333791462995289,0.05900607055308983,0.006289059217817866,0.0,0.0,0.0,0.001408581675161003,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-0.9,-1.0,-0.725,0.725,-0.275,0.275,0.0,-1.0,0.0543131558147485,0.8985958439308858,0.0,0.0940731453905494,0.006054691170004786,0.0,0.0,0.0013560894778451532,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-0.9,-0.9,-0.725,0.675,-0.225,0.275,0.0,-1.0,0.04300616954435025,0.9176544372844246,0.0,0.07448887068973589,0.006183106961898054,0.0,0.0,0.0017781841304378332,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-0.9,-0.8,-0.725,0.625,-0.175,0.275,0.0,-1.0,0.033804366489477225,0.9329779539714667,0.0,0.05855088027745331,0.006286356005174945,0.0,0.0,0.0023213603550243543,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-0.9,-0.7,-0.725,0.575,-0.125,0.275,0.0,-1.0,0.026347652732239255,0.9451541645124629,0.0,0.045635473192419326,0.006368398666449884,0.0,0.0,0.0030195863554597717,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-0.9,-0.6,-0.725,0.525,-0.075,0.275,0.0,-1.0,0.02030827362945226,0.9547062449427927,0.0,0.03517496174022252,0.006432760078120447,0.0,0.0,0.003916410316293509,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-0.9,-0.5,-0.725,0.475,-0.025,0.275,0.0,-1.0,0.015396519519192972,0.9620804804765077,0.0,0.026667554066968167,0.006482447286305392,0.0,0.0,0.0050676130558573946,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-0.9,-0.4,-0.725,0.425,0.025,0.275,0.0,-1.0,0.011360519131419139,0.9676434790225574,0.0,0.0196769963359762,0.006519930475664665,0.0,0.0,0.006544568801164205,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-0.9,-0.3,-0.725,0.375,0.075,0.275,0.0,-1.0,0.007982429601750059,0.9716847589166646,0.0,0.013825973638072898,0.006547160405399629,0.0,0.0,0.008438488729854374,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-0.9,-0.2,-0.725,0.325,0.125,0.275,0.0,-1.0,0.0050726476512622815,0.9744217227785937,0.0,0.008786083460881201,0.0065656019228397195,0.0,0.0,0.010865753827540731,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-0.9,-0.1,-0.725,0.275,0.175,0.275,0.0,-1.0,0.0024630722660297782,0.9760050233382399,0.0,0.0042661663074773796,0.006576270118094238,0.0,0.0,0.013974574000950257,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-0.9,-0.0,-0.725,0.225,0.225,0.275,0.0,-1.0,-3.469446951953614e-18,0.9765230791695954,-3.469446951953614e-18,0.0,0.006579760750828477,0.0,0.0,0.0179532325845499,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-0.9,0.1,-0.725,0.175,0.275,0.275,0.0,-1.0,0.0042661663074773735,0.9760050233382399,0.004266166307477374,0.0,0.006576270118094238,0.0,0.0,0.013974574000950262,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-0.9,0.2,-0.725,0.125,0.275,0.325,-1.0,0.0,0.008786083460881201,0.9744217227785937,0.008786083460881201,0.0065656019228397195,0.0,0.0,0.0,0.010865753827540731,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-0.9,0.3,-0.725,0.075,0.275,0.375,-1.0,0.0,0.013825973638072898,0.9716847589166646,0.013825973638072897,0.006547160405399629,0.0,0.0,0.0,0.008438488729854374,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-0.9,0.4,-0.725,0.025,0.275,0.425,-1.0,0.0,0.019676996335976197,0.9676434790225574,0.019676996335976197,0.006519930475664665,0.0,0.0,0.0,0.006544568801164205,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-0.9,0.5,-0.725,-0.025,0.275,0.475,-1.0,0.0,0.026667554066968163,0.9620804804765077,0.026667554066968167,0.006482447286305392,0.0,0.0,0.0,0.0050676130558573946,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-0.9,0.6,-0.725,-0.075,0.275,0.525,-1.0,0.0,0.03517496174022252,0.9547062449427927,0.03517496174022252,0.006432760078120447,0.0,0.0,0.0,0.003916410316293509,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-0.9,0.7,-0.725,-0.125,0.275,0.575,-1.0,0.0,0.045635473192419326,0.9451541645124629,0.045635473192419326,0.006368398666449884,0.0,0.0,0.0,0.0030195863554597717,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-0.9,0.8,-0.725,-0.175,0.275,0.625,-1.0,0.0,0.05855088027745331,0.9329779539714667,0.05855088027745331,0.006286356005174945,0.0,0.0,0.0,0.0023213603550243543,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-0.9,0.9,-0.725,-0.225,0.275,0.675,-1.0,0.0,0.0744888706897359,0.9176544372844248,0.0744888706897359,0.006183106961898055,0.0,0.0,0.0,0.0017781841304378334,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-0.8,-1.0,-0.7,0.7,-0.3,0.3,0.0,-1.0,0.06790061049856035,0.8749020344404308,0.0,0.11760730724845121,0.005895043537451674,0.0,0.0,0.0016953406970205201,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-0.8,-0.9,-0.7,0.65,-0.25,0.3,0.0,-1.0,0.05405176307226253,0.8982239901512721,0.0,0.09362039987983392,0.006052185638946342,0.0,0.0,0.0022348883505694476,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-0.8,-0.8,-0.7,0.6,-0.2,0.3,0.0,-1.0,0.04266959479020133,0.9171565633246523,0.0,0.07390590611500497,0.0061797523135448855,0.0,0.0,0.0029301393872226637,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-0.8,-0.7,-0.7,0.55,-0.15,0.3,0.0,-1.0,0.03337156851828243,0.9323172521751043,0.0,0.05780125220193119,0.006281904231488857,0.0,0.0,0.0038245658534430023,0.0,0.0,-0.0,0.0,0.0,0.0
-1.0,0.0,-0.8,-0.6,-0.7,0.5,-0.1,0.3,0.0,-1.0,0.025791663755125357,0.9442837038432107,0.0,0.04467247203560981,0.006362533548595676,0.0,0.0,0.004973871233370354,0.0,0.0,-0.0,0.0,0.0,0.0
