j1,j2,j3,j4,Eigenvalue1,Eigenvalue2,e3,e4,First Eigenvector Comp 1,First Eigenvector Comp 2,concur_fin
-1.0,0.0,0.1,-0.2,-0.75178,0.30178,0.05179,0.39821,-0.99915,-0.04113,0.03817405325545579
-1.0,0.0,0.1,-0.1,-0.75178,0.30178,0.1384,0.3116,-0.99915,-0.04113,0.032886060830371704
-1.0,0.0,0.1,-0.0,-0.75178,0.30178,0.225,0.225,-0.99915,-0.04113,0.029279290039905002
-1.0,0.0,0.1,0.1,-0.75178,0.30178,0.3116,0.1384,-0.99915,-0.04113,0.0328860608303717
-1.0,0.0,0.1,0.2,-0.75178,0.30178,0.39821,0.05179,-0.99915,-0.04113,0.038174053255455795
-1.0,0.0,0.1,0.3,-0.75178,0.30178,0.48481,-0.03481,-0.99915,-0.04113,0.045073393947999765
-1.0,0.0,0.1,0.4,-0.75178,0.30178,0.57141,-0.12141,-0.99915,-0.04113,0.05508421294289182
-1.0,0.0,0.1,0.5,-0.75178,0.30178,0.65801,-0.20801,-0.99915,-0.04113,0.06901382799633121
-1.0,0.0,0.1,0.6,-0.75178,0.30178,0.74462,-0.29462,-0.99915,-0.04113,0.08875061933441485
-1.0,0.0,0.1,0.7,-0.75178,0.30178,0.83122,-0.38122,-0.99915,-0.04113,0.11642902517990374
-1.0,0.0,0.1,0.8,-0.75178,0.30178,0.91782,-0.46782,-0.99915,-0.04113,0.15408697905341495
-1.0,0.0,0.1,0.9,-0.75178,0.30178,1.00442,-0.55442,-0.99915,-0.04113,0.20291798061324232
-1.0,0.0,0.2,-1.0,-0.75678,0.35678,-0.66603,1.06603,-0.99695,-0.07801,0.29521772357024106
-1.0,0.0,0.2,-0.9,-0.75678,0.35678,-0.57942,0.97942,-0.99695,-0.07801,0.23659111955451756
-1.0,0.0,0.2,-0.8,-0.75678,0.35678,-0.49282,0.89282,-0.99695,-0.07801,0.18751793922698817
-1.0,0.0,0.2,-0.7,-0.75678,0.35678,-0.40622,0.80622,-0.99695,-0.07801,0.1491602258010665
-1.0,0.0,0.2,-0.6,-0.75678,0.35678,-0.31962,0.71962,-0.99695,-0.07801,0.12070777556878576
-1.0,0.0,0.2,-0.5,-0.75678,0.35678,-0.23301,0.63301,-0.99695,-0.07801,0.1003324999262035
-1.0,0.0,0.2,-0.4,-0.75678,0.35678,-0.14641,0.54641,-0.99695,-0.07801,0.08598654745539187
-1.0,0.0,0.2,-0.3,-0.75678,0.35678,-0.05981,0.45981,-0.99695,-0.07801,0.07581040971781834
-1.0,0.0,0.2,-0.2,-0.75678,0.35678,0.02679,0.37321,-0.99695,-0.07801,0.06826921065926772
-1.0,0.0,0.2,-0.1,-0.75678,0.35678,0.1134,0.2866,-0.99695,-0.07801,0.06210950305208447
-1.0,0.0,0.2,-0.0,-0.75678,0.35678,0.2,0.2,-0.99695,-0.07801,0.05624883488728536
-1.0,0.0,0.2,0.1,-0.75678,0.35678,0.2866,0.1134,-0.99695,-0.07801,0.06210950305208447
-1.0,0.0,0.2,0.2,-0.75678,0.35678,0.37321,0.02679,-0.99695,-0.07801,0.06826921065926773
-1.0,0.0,0.2,0.3,-0.75678,0.35678,0.45981,-0.05981,-0.99695,-0.07801,0.07581040971781834
-1.0,0.0,0.2,0.4,-0.75678,0.35678,0.54641,-0.14641,-0.99695,-0.07801,0.08598654745539187
-1.0,0.0,0.2,0.5,-0.75678,0.35678,0.63301,-0.23301,-0.99695,-0.07801,0.1003324999262035
-1.0,0.0,0.2,0.6,-0.75678,0.35678,0.71962,-0.31962,-0.99695,-0.07801,0.12070777556878573
-1.0,0.0,0.2,0.7,-0.75678,0.35678,0.80622,-0.40622,-0.99695,-0.07801,0.1491602258010665
-1.0,0.0,0.2,0.8,-0.75678,0.35678,0.89282,-0.49282,-0.99695,-0.07801,0.18751793922698817
-1.0,0.0,0.2,0.9,-0.75678,0.35678,0.97942,-0.57942,-0.99695,-0.07801,0.23659111955451756
-1.0,0.0,0.3,-1.0,-0.76449,0.41449,-0.69103,1.04103,-0.99384,-0.11087,0.32366083959485514
-1.0,0.0,0.3,-0.9,-0.76449,0.41449,-0.60442,0.95442,-0.99384,-0.11087,0.26609157265990807
-1.0,0.0,0.3,-0.8,-0.76449,0.41449,-0.51782,0.86782,-0.99384,-0.11087,0.2171248378298972
-1.0,0.0,0.3,-0.7,-0.76449,0.41449,-0.43122,0.78122,-0.99384,-0.11087,0.17833479572035016
-1.0,0.0,0.3,-0.6,-0.76449,0.41449,-0.34462,0.69462,-0.99384,-0.11087,0.1492459922497341
-1.0,0.0,0.3,-0.5,-0.76449,0.41449,-0.25801,0.60801,-0.99384,-0.11087,0.12821741465524478
-1.0,0.0,0.3,-0.4,-0.76449,0.41449,-0.17141,0.52141,-0.99384,-0.11087,0.11326376915690875
-1.0,0.0,0.3,-0.3,-0.76449,0.41449,-0.08481,0.43481,-0.99384,-0.11087,0.10250974485315556
-1.0,0.0,0.3,-0.2,-0.76449,0.41449,0.00179,0.34821,-0.99384,-0.11087,0.09436021732456598
-1.0,0.0,0.3,-0.1,-0.76449,0.41449,0.0884,0.2616,-0.99384,-0.11087,0.08747046938065708
-1.0,0.0,0.3,-0.0,-0.76449,0.41449,0.175,0.175,-0.99384,-0.11087,0.08063377157623428
-1.0,0.0,0.3,0.1,-0.76449,0.41449,0.2616,0.0884,-0.99384,-0.11087,0.08747046938065704
-1.0,0.0,0.3,0.2,-0.76449,0.41449,0.34821,0.00179,-0.99384,-0.11087,0.09436021732456595
-1.0,0.0,0.3,0.3,-0.76449,0.41449,0.43481,-0.08481,-0.99384,-0.11087,0.10250974485315555
-1.0,0.0,0.3,0.4,-0.76449,0.41449,0.52141,-0.17141,-0.99384,-0.11087,0.11326376915690875
-1.0,0.0,0.3,0.5,-0.76449,0.41449,0.60801,-0.25801,-0.99384,-0.11087,0.12821741465524472
-1.0,0.0,0.3,0.6,-0.76449,0.41449,0.69462,-0.34462,-0.99384,-0.11087,0.1492459922497341
-1.0,0.0,0.3,0.7,-0.76449,0.41449,0.78122,-0.43122,-0.99384,-0.11087,0.17833479572035016
-1.0,0.0,0.3,0.8,-0.76449,0.41449,0.86782,-0.51782,-0.99384,-0.11087,0.2171248378298972
-1.0,0.0,0.3,0.9,-0.76449,0.41449,0.95442,-0.60442,-0.99384,-0.11087,0.26609157265990807
-1.0,0.0,0.4,-1.0,-0.7745,0.4745,-0.71603,1.01603,-0.99014,-0.14006,0.34809068217377376
-1.0,0.0,0.4,-0.9,-0.7745,0.4745,-0.62942,0.92942,-0.99014,-0.14006,0.29177190298507627
-1.0,0.0,0.4,-0.8,-0.7745,0.4745,-0.54282,0.84282,-0.99014,-0.14006,0.24317752252866046
-1.0,0.0,0.4,-0.7,-0.7745,0.4745,-0.45622,0.75622,-0.99014,-0.14006,0.2042120708616414
-1.0,0.0,0.4,-0.6,-0.7745,0.4745,-0.36962,0.66962,-0.99014,-0.14006,0.1746964851741465
-1.0,0.0,0.4,-0.5,-0.7745,0.4745,-0.28301,0.58301,-0.99014,-0.14006,0.15317004659316288
-1.0,0.0,0.4,-0.4,-0.7745,0.4745,-0.19641,0.49641,-0.99014,-0.14006,0.13771767264948337
-1.0,0.0,0.4,-0.3,-0.7745,0.4745,-0.10981,0.40981,-0.99014,-0.14006,0.1264595222185957
-1.0,0.0,0.4,-0.2,-0.7745,0.4745,-0.02321,0.32321,-0.99014,-0.14006,0.11775036183004733
-1.0,0.0,0.4,-0.1,-0.7745,0.4745,0.0634,0.2366,-0.99014,-0.14006,0.11016203156580734
-1.0,0.0,0.4,-0.0,-0.7745,0.4745,0.15,0.15,-0.99014,-0.14006,0.10501259274645089
-1.0,0.0,0.4,0.1,-0.7745,0.4745,0.2366,0.0634,-0.99014,-0.14006,0.11016203156580731
-1.0,0.0,0.4,0.2,-0.7745,0.4745,0.32321,-0.02321,-0.99014,-0.14006,0.11775036183004736
-1.0,0.0,0.4,0.3,-0.7745,0.4745,0.40981,-0.10981,-0.99014,-0.14006,0.1264595222185957
-1.0,0.0,0.4,0.4,-0.7745,0.4745,0.49641,-0.19641,-0.99014,-0.14006,0.13771767264948337
-1.0,0.0,0.4,0.5,-0.7745,0.4745,0.58301,-0.28301,-0.99014,-0.14006,0.15317004659316286
-1.0,0.0,0.4,0.6,-0.7745,0.4745,0.66962,-0.36962,-0.99014,-0.14006,0.1746964851741465
-1.0,0.0,0.4,0.7,-0.7745,0.4745,0.75622,-0.45622,-0.99014,-0.14006,0.20421207086164136
-1.0,0.0,0.4,0.8,-0.7745,0.4745,0.84282,-0.54282,-0.99014,-0.14006,0.24317752252866046
-1.0,0.0,0.4,0.9,-0.7745,0.4745,0.92942,-0.62942,-0.99014,-0.14006,0.2917719029850763
-1.0,0.0,0.5,-1.0,-0.78644,0.53644,-0.74103,0.99103,-0.98613,-0.16597,0.36902333710513496
-1.0,0.0,0.5,-0.9,-0.78644,0.53644,-0.65442,0.90442,-0.98613,-0.16597,0.3140287632619164
-1.0,0.0,0.5,-0.8,-0.78644,0.53644,-0.56782,0.81782,-0.98613,-0.16597,0.26596625752260256
-1.0,0.0,0.5,-0.7,-0.78644,0.53644,-0.48122,0.73122,-0.98613,-0.16597,0.22700133632504724
-1.0,0.0,0.5,-0.6,-0.78644,0.53644,-0.39462,0.64462,-0.98613,-0.16597,0.1972126472999407
-1.0,0.0,0.5,-0.5,-0.78644,0.53644,-0.30801,0.55801,-0.98613,-0.16597,0.1753076858746551
-1.0,0.0,0.5,-0.4,-0.78644,0.53644,-0.22141,0.47141,-0.98613,-0.16597,0.15944378560142441
-1.0,0.0,0.5,-0.3,-0.78644,0.53644,-0.13481,0.38481,-0.98613,-0.16597,0.14774389916157327
-1.0,0.0,0.5,-0.2,-0.78644,0.53644,-0.04821,0.29821,-0.98613,-0.16597,0.13852058048319846
-1.0,0.0,0.5,-0.1,-0.78644,0.53644,0.0384,0.2116,-0.98613,-0.16597,0.13222712868540987
-1.0,0.0,0.5,-0.0,-0.78644,0.53644,0.125,0.125,-0.98613,-0.16597,0.13118266339798018
-1.0,0.0,0.5,0.1,-0.78644,0.53644,0.2116,0.0384,-0.98613,-0.16597,0.13222712868540987
-1.0,0.0,0.5,0.2,-0.78644,0.53644,0.29821,-0.04821,-0.98613,-0.16597,0.13852058048319846
-1.0,0.0,0.5,0.3,-0.78644,0.53644,0.38481,-0.13481,-0.98613,-0.16597,0.14774389916157327
-1.0,0.0,0.5,0.4,-0.78644,0.53644,0.47141,-0.22141,-0.98613,-0.16597,0.15944378560142441
-1.0,0.0,0.5,0.5,-0.78644,0.53644,0.55801,-0.30801,-0.98613,-0.16597,0.1753076858746551
-1.0,0.0,0.5,0.6,-0.78644,0.53644,0.64462,-0.39462,-0.98613,-0.16597,0.1972126472999407
-1.0,0.0,0.5,0.7,-0.78644,0.53644,0.73122,-0.48122,-0.98613,-0.16597,0.22700133632504724
-1.0,0.0,0.5,0.8,-0.78644,0.53644,0.81782,-0.56782,-0.98613,-0.16597,0.26596625752260256
-1.0,0.0,0.5,0.9,-0.78644,0.53644,0.90442,-0.65442,-0.98613,-0.16597,0.3140287632619164
-1.0,0.0,0.6,-1.0,-0.8,0.6,-0.76603,0.96603,-0.98198,-0.18898,0.3869667866129629
-1.0,0.0,0.6,-0.9,-0.8,0.6,-0.67942,0.87942,-0.98198,-0.18898,0.33329367670666704
-1.0,0.0,0.6,-0.8,-0.8,0.6,-0.59282,0.79282,-0.98198,-0.18898,0.28584729760527816
-1.0,0.0,0.6,-0.7,-0.8,0.6,-0.50622,0.70622,-0.98198,-0.18898,0.24699762304787087
-1.0,0.0,0.6,-0.6,-0.8,0.6,-0.41962,0.61962,-0.98198,-0.18898,0.2170451432741271
-1.0,0.0,0.6,-0.5,-0.8,0.6,-0.33301,0.53301,-0.98198,-0.18898,0.19485119593364078
-1.0,0.0,0.6,-0.4,-0.8,0.6,-0.24641,0.44641,-0.98198,-0.18898,0.1786442878812945
-1.0,0.0,0.6,-0.3,-0.8,0.6,-0.15981,0.35981,-0.98198,-0.18898,0.166554628535159
-1.0,0.0,0.6,-0.2,-0.8,0.6,-0.07321,0.27321,-0.98198,-0.18898,0.15834587460378488
-1.0,0.0,0.6,-0.1,-0.8,0.6,0.0134,0.1866,-0.98198,-0.18898,0.1549988754554902
-1.0,0.0,0.6,-0.0,-0.8,0.6,0.1,0.1,-0.98198,-0.18898,0.15394088239139322
-1.0,0.0,0.6,0.1,-0.8,0.6,0.1866,0.0134,-0.98198,-0.18898,0.1549988754554902
-1.0,0.0,0.6,0.2,-0.8,0.6,0.27321,-0.07321,-0.98198,-0.18898,0.15834587460378488
-1.0,0.0,0.6,0.3,-0.8,0.6,0.35981,-0.15981,-0.98198,-0.18898,0.166554628535159
-1.0,0.0,0.6,0.4,-0.8,0.6,0.44641,-0.24641,-0.98198,-0.18898,0.1786442878812945
-1.0,0.0,0.6,0.5,-0.8,0.6,0.53301,-0.33301,-0.98198,-0.18898,0.19485119593364078
-1.0,0.0,0.6,0.6,-0.8,0.6,0.61962,-0.41962,-0.98198,-0.18898,0.2170451432741271
-1.0,0.0,0.6,0.7,-0.8,0.6,0.70622,-0.50622,-0.98198,-0.18898,0.24699762304787087
-1.0,0.0,0.6,0.8,-0.8,0.6,0.79282,-0.59282,-0.98198,-0.18898,0.2858472976052782
-1.0,0.0,0.6,0.9,-0.8,0.6,0.87942,-0.67942,-0.98198,-0.18898,0.33329367670666704
-1.0,0.0,0.7,-1.0,-0.81493,0.66493,-0.79103,0.94103,-0.97782,-0.20947,0.4023941402942764
-1.0,0.0,0.7,-0.9,-0.81493,0.66493,-0.70442,0.85442,-0.97782,-0.20947,0.3499973798099479
-1.0,0.0,0.7,-0.8,-0.81493,0.66493,-0.61782,0.76782,-0.97782,-0.20947,0.3032038614889996
-1.0,0.0,0.7,-0.7,-0.81493,0.66493,-0.53122,0.68122,-0.97782,-0.20947,0.26454277100471923
-1.0,0.0,0.7,-0.6,-0.81493,0.66493,-0.44462,0.59462,-0.97782,-0.20947,0.23450453982086103
-1.0,0.0,0.7,-0.5,-0.81493,0.66493,-0.35801,0.50801,-0.97782,-0.20947,0.21208950812573574
-1.0,0.0,0.7,-0.4,-0.81493,0.66493,-0.27141,0.42141,-0.97782,-0.20947,0.19559417107280452
-1.0,0.0,0.7,-0.3,-0.81493,0.66493,-0.18481,0.33481,-0.97782,-0.20947,0.18430186884177555
-1.0,0.0,0.7,-0.2,-0.81493,0.66493,-0.09821,0.24821,-0.97782,-0.20947,0.17808197858340524
-1.0,0.0,0.7,-0.1,-0.81493,0.66493,-0.0116,0.1616,-0.97782,-0.20947,0.17470195772262184
-1.0,0.0,0.7,-0.0,-0.81493,0.66493,0.075,0.075,-0.97782,-0.20947,0.17363306040810997
-1.0,0.0,0.7,0.1,-0.81493,0.66493,0.1616,-0.0116,-0.97782,-0.20947,0.17470195772262184
-1.0,0.0,0.7,0.2,-0.81493,0.66493,0.24821,-0.09821,-0.97782,-0.20947,0.17808197858340524
-1.0,0.0,0.7,0.3,-0.81493,0.66493,0.33481,-0.18481,-0.97782,-0.20947,0.18430186884177555
-1.0,0.0,0.7,0.4,-0.81493,0.66493,0.42141,-0.27141,-0.97782,-0.20947,0.19559417107280452
-1.0,0.0,0.7,0.5,-0.81493,0.66493,0.50801,-0.35801,-0.97782,-0.20947,0.21208950812573574
-1.0,0.0,0.7,0.6,-0.81493,0.66493,0.59462,-0.44462,-0.97782,-0.20947,0.23450453982086103
-1.0,0.0,0.7,0.7,-0.81493,0.66493,0.68122,-0.53122,-0.97782,-0.20947,0.26454277100471923
-1.0,0.0,0.7,0.8,-0.81493,0.66493,0.76782,-0.61782,-0.97782,-0.20947,0.30320386148899964
-1.0,0.0,0.7,0.9,-0.81493,0.66493,0.85442,-0.70442,-0.97782,-0.20947,0.3499973798099479
-1.0,0.0,0.8,-1.0,-0.83102,0.73102,-0.81603,0.91603,-0.97372,-0.22775,0.4157086937787395
-1.0,0.0,0.8,-0.9,-0.83102,0.73102,-0.72942,0.82942,-0.97372,-0.22775,0.36451880755105337
-1.0,0.0,0.8,-0.8,-0.83102,0.73102,-0.64282,0.74282,-0.97372,-0.22775,0.31838273116377974
-1.0,0.0,0.8,-0.7,-0.83102,0.73102,-0.55622,0.65622,-0.97372,-0.22775,0.2799532687463288
-1.0,0.0,0.8,-0.6,-0.83102,0.73102,-0.46962,0.56962,-0.97372,-0.22775,0.249883249919447
-1.0,0.0,0.8,-0.5,-0.83102,0.73102,-0.38301,0.48301,-0.97372,-0.22775,0.2272977476304777
-1.0,0.0,0.8,-0.4,-0.83102,0.73102,-0.29641,0.39641,-0.97372,-0.22775,0.21143281989854779
-1.0,0.0,0.8,-0.3,-0.83102,0.73102,-0.20981,0.30981,-0.97372,-0.22775,0.2014066116879363
-1.0,0.0,0.8,-0.2,-0.83102,0.73102,-0.12321,0.22321,-0.97372,-0.22775,0.1951417463737267
-1.0,0.0,0.8,-0.1,-0.83102,0.73102,-0.0366,0.1366,-0.97372,-0.22775,0.19173432351794026
-1.0,0.0,0.8,-0.0,-0.83102,0.73102,0.05,0.05,-0.97372,-0.22775,0.19065632614155256
-1.0,0.0,0.8,0.1,-0.83102,0.73102,0.1366,-0.0366,-0.97372,-0.22775,0.19173432351794026
-1.0,0.0,0.8,0.2,-0.83102,0.73102,0.22321,-0.12321,-0.97372,-0.22775,0.1951417463737267
-1.0,0.0,0.8,0.3,-0.83102,0.73102,0.30981,-0.20981,-0.97372,-0.22775,0.2014066116879363
-1.0,0.0,0.8,0.4,-0.83102,0.73102,0.39641,-0.29641,-0.97372,-0.22775,0.21143281989854779
-1.0,0.0,0.8,0.5,-0.83102,0.73102,0.48301,-0.38301,-0.97372,-0.22775,0.2272977476304777
-1.0,0.0,0.8,0.6,-0.83102,0.73102,0.56962,-0.46962,-0.97372,-0.22775,0.249883249919447
-1.0,0.0,0.8,0.7,-0.83102,0.73102,0.65622,-0.55622,-0.97372,-0.22775,0.2799532687463288
-1.0,0.0,0.8,0.8,-0.83102,0.73102,0.74282,-0.64282,-0.97372,-0.22775,0.31838273116377974
-1.0,0.0,0.8,0.9,-0.83102,0.73102,0.82942,-0.72942,-0.97372,-0.22775,0.36451880755105337
-1.0,0.0,0.9,-1.0,-0.8481,0.7981,-0.84103,0.89103,-0.96975,-0.24412,0.427262144141505
-1.0,0.0,0.9,-0.9,-0.8481,0.7981,-0.75442,0.80442,-0.96975,-0.24412,0.3772010075630326
-1.0,0.0,0.9,-0.8,-0.8481,0.7981,-0.66782,0.71782,-0.96975,-0.24412,0.3317096023063364
-1.0,0.0,0.9,-0.7,-0.8481,0.7981,-0.58122,0.63122,-0.96975,-0.24412,0.2935363393704414
-1.0,0.0,0.9,-0.6,-0.8481,0.7981,-0.49462,0.54462,-0.96975,-0.24412,0.2634729204600838
-1.0,0.0,0.9,-0.5,-0.8481,0.7981,-0.40801,0.45801,-0.96975,-0.24412,0.24141562954549625
-1.0,0.0,0.9,-0.4,-0.8481,0.7981,-0.32141,0.37141,-0.96975,-0.24412,0.226321719421568
-1.0,0.0,0.9,-0.3,-0.8481,0.7981,-0.23481,0.28481,-0.96975,-0.24412,0.2162490018721368
-1.0,0.0,0.9,-0.2,-0.8481,0.7981,-0.14821,0.19821,-0.96975,-0.24412,0.2099465624294501
-1.0,0.0,0.9,-0.1,-0.8481,0.7981,-0.0616,0.1116,-0.96975,-0.24412,0.2065159497801497
-1.0,0.0,0.9,-0.0,-0.8481,0.7981,0.025,0.025,-0.96975,-0.24412,0.20543021158530544
-1.0,0.0,0.9,0.1,-0.8481,0.7981,0.1116,-0.0616,-0.96975,-0.24412,0.2065159497801497
-1.0,0.0,0.9,0.2,-0.8481,0.7981,0.19821,-0.14821,-0.96975,-0.24412,0.2099465624294501
-1.0,0.0,0.9,0.3,-0.8481,0.7981,0.28481,-0.23481,-0.96975,-0.24412,0.2162490018721368
-1.0,0.0,0.9,0.4,-0.8481,0.7981,0.37141,-0.32141,-0.96975,-0.24412,0.226321719421568
-1.0,0.0,0.9,0.5,-0.8481,0.7981,0.45801,-0.40801,-0.96975,-0.24412,0.24141562954549625
-1.0,0.0,0.9,0.6,-0.8481,0.7981,0.54462,-0.49462,-0.96975,-0.24412,0.2634729204600838
-1.0,0.0,0.9,0.7,-0.8481,0.7981,0.63122,-0.58122,-0.96975,-0.24412,0.2935363393704414
-1.0,0.0,0.9,0.8,-0.8481,0.7981,0.71782,-0.66782,-0.96975,-0.24412,0.3317096023063364
-1.0,0.0,0.9,0.9,-0.8481,0.7981,0.80442,-0.75442,-0.96975,-0.24412,0.3772010075630326
