j1, j4, j2, j3, Eigenvalue1, Eigenvalue2, e3, e4, First Eigenvector Comp 1, First Eigenvector Comp 2
-1.00000, 0.00000, -0.60000, -0.80000, -0.77321, -0.42679, 0.60000, 0.60000, -0.96593, 0.25882
-1.00000, 0.00000, -0.60000, -0.70000, -0.75528, -0.39472, 0.57500, 0.57500, -0.99265, 0.12098
-1.00000, 0.00000, -0.60000, -0.60000, -0.75000, -0.35000, 0.55000, 0.55000, -1.00000, 0.00000
-1.00000, 0.00000, -0.60000, -0.50000, -0.75413, -0.29587, 0.52500, 0.52500, -0.99548, -0.09492
-1.00000, 0.00000, -0.60000, -0.40000, -0.76458, -0.23542, 0.50000, 0.50000, -0.98613, -0.16597
-1.00000, 0.00000, -0.60000, -0.30000, -0.77914, -0.17086, 0.47500, 0.47500, -0.97575, -0.21887
-1.00000, 0.00000, -0.60000, -0.20000, -0.79641, -0.10359, 0.45000, 0.45000, -0.96593, -0.25882
-1.00000, 0.00000, -0.60000, -0.10000, -0.81551, -0.03449, 0.42500, 0.42500, -0.95714, -0.28962
-1.00000, 0.00000, -0.60000, -0.00000, -0.83589, 0.03589, 0.40000, 0.40000, -0.94946, -0.31388
-1.00000, 0.00000, -0.60000, 0.10000, -0.85718, 0.10718, 0.37500, 0.37500, -0.94279, -0.33338
-1.00000, 0.00000, -0.60000, 0.20000, -0.87915, 0.17915, 0.35000, 0.35000, -0.93700, -0.34934
-1.00000, 0.00000, -0.60000, 0.30000, -0.90163, 0.25163, 0.32500, 0.32500, -0.93195, -0.36260
-1.00000, 0.00000, -0.60000, 0.40000, -0.92450, 0.32450, 0.30000, 0.30000, -0.92752, -0.37378
-1.00000, 0.00000, -0.60000, 0.50000, -0.94768, 0.39768, 0.27500, 0.27500, -0.92362, -0.38332
-1.00000, 0.00000, -0.60000, 0.60000, -0.97111, 0.47111, 0.25000, 0.25000, -0.92016, -0.39155
-1.00000, 0.00000, -0.60000, 0.70000, -0.99474, 0.54474, 0.22500, 0.22500, -0.91707, -0.39872
-1.00000, 0.00000, -0.60000, 0.80000, -1.01854, 0.61854, 0.20000, 0.20000, -0.91431, -0.40501
-1.00000, 0.00000, -0.60000, 0.90000, -1.04247, 0.69247, 0.17500, 0.17500, -0.91182, -0.41058
-1.00000, 0.00000, -0.50000, -1.00000, -0.87500, -0.37500, 0.62500, 0.62500, -0.86603, 0.50000
-1.00000, 0.00000, -0.50000, -0.90000, -0.82913, -0.37087, 0.60000, 0.60000, -0.90958, 0.41554
-1.00000, 0.00000, -0.50000, -0.80000, -0.79294, -0.35706, 0.57500, 0.57500, -0.94946, 0.31388
-1.00000, 0.00000, -0.50000, -0.70000, -0.76794, -0.33206, 0.55000, 0.55000, -0.97920, 0.20290
-1.00000, 0.00000, -0.50000, -0.60000, -0.75413, -0.29587, 0.52500, 0.52500, -0.99548, 0.09492
-1.00000, 0.00000, -0.50000, -0.50000, -0.75000, -0.25000, 0.50000, 0.50000, -1.00000, 0.00000
-1.00000, 0.00000, -0.50000, -0.40000, -0.75339, -0.19661, 0.47500, 0.47500, -0.99695, -0.07801
-1.00000, 0.00000, -0.50000, -0.30000, -0.76225, -0.13775, 0.45000, 0.45000, -0.99014, -0.14006
-1.00000, 0.00000, -0.50000, -0.20000, -0.77500, -0.07500, 0.42500, 0.42500, -0.98198, -0.18898
-1.00000, 0.00000, -0.50000, -0.10000, -0.79051, -0.00949, 0.40000, 0.40000, -0.97372, -0.22775
-1.00000, 0.00000, -0.50000, -0.00000, -0.80801, 0.05801, 0.37500, 0.37500, -0.96593, -0.25882
-1.00000, 0.00000, -0.50000, 0.10000, -0.82697, 0.12697, 0.35000, 0.35000, -0.95881, -0.28405
-1.00000, 0.00000, -0.50000, 0.20000, -0.84702, 0.19702, 0.32500, 0.32500, -0.95241, -0.30483
-1.00000, 0.00000, -0.50000, 0.30000, -0.86789, 0.26789, 0.30000, 0.30000, -0.94668, -0.32218
-1.00000, 0.00000, -0.50000, 0.40000, -0.88941, 0.33941, 0.27500, 0.27500, -0.94157, -0.33682
-1.00000, 0.00000, -0.50000, 0.50000, -0.91144, 0.41144, 0.25000, 0.25000, -0.93700, -0.34934
-1.00000, 0.00000, -0.50000, 0.60000, -0.93387, 0.48387, 0.22500, 0.22500, -0.93290, -0.36013
-1.00000, 0.00000, -0.50000, 0.70000, -0.95664, 0.55664, 0.20000, 0.20000, -0.92922, -0.36953
-1.00000, 0.00000, -0.50000, 0.80000, -0.97967, 0.62967, 0.17500, 0.17500, -0.92590, -0.37777
-1.00000, 0.00000, -0.50000, 0.90000, -1.00294, 0.70294, 0.15000, 0.15000, -0.92289, -0.38506
-1.00000, 0.00000, -0.40000, -1.00000, -0.90000, -0.30000, 0.60000, 0.60000, -0.86603, 0.50000
-1.00000, 0.00000, -0.40000, -0.90000, -0.85339, -0.29661, 0.57500, 0.57500, -0.90239, 0.43092
-1.00000, 0.00000, -0.40000, -0.80000, -0.81458, -0.28542, 0.55000, 0.55000, -0.93700, 0.34934
-1.00000, 0.00000, -0.40000, -0.70000, -0.78481, -0.26519, 0.52500, 0.52500, -0.96593, 0.25882
-1.00000, 0.00000, -0.40000, -0.60000, -0.76458, -0.23542, 0.50000, 0.50000, -0.98613, 0.16597
-1.00000, 0.00000, -0.40000, -0.50000, -0.75339, -0.19661, 0.47500, 0.47500, -0.99695, 0.07801
-1.00000, 0.00000, -0.40000, -0.40000, -0.75000, -0.15000, 0.45000, 0.45000, -1.00000, 0.00000
-1.00000, 0.00000, -0.40000, -0.30000, -0.75287, -0.09713, 0.42500, 0.42500, -0.99781, -0.06618
-1.00000, 0.00000, -0.40000, -0.20000, -0.76056, -0.03944, 0.40000, 0.40000, -0.99265, -0.12098
-1.00000, 0.00000, -0.40000, -0.10000, -0.77186, 0.02186, 0.37500, 0.37500, -0.98613, -0.16597
-1.00000, 0.00000, -0.40000, -0.00000, -0.78589, 0.08589, 0.35000, 0.35000, -0.97920, -0.20290
-1.00000, 0.00000, -0.40000, 0.10000, -0.80197, 0.15197, 0.32500, 0.32500, -0.97238, -0.23341
-1.00000, 0.00000, -0.40000, 0.20000, -0.81962, 0.21962, 0.30000, 0.30000, -0.96593, -0.25882
-1.00000, 0.00000, -0.40000, 0.30000, -0.83847, 0.28847, 0.27500, 0.27500, -0.95994, -0.28019
-1.00000, 0.00000, -0.40000, 0.40000, -0.85828, 0.35828, 0.25000, 0.25000, -0.95446, -0.29833
-1.00000, 0.00000, -0.40000, 0.50000, -0.87883, 0.42883, 0.22500, 0.22500, -0.94946, -0.31388
-1.00000, 0.00000, -0.40000, 0.60000, -0.90000, 0.50000, 0.20000, 0.20000, -0.94491, -0.32733
-1.00000, 0.00000, -0.40000, 0.70000, -0.92166, 0.57166, 0.17500, 0.17500, -0.94077, -0.33905
-1.00000, 0.00000, -0.40000, 0.80000, -0.94373, 0.64373, 0.15000, 0.15000, -0.93700, -0.34934
-1.00000, 0.00000, -0.40000, 0.90000, -0.96613, 0.71613, 0.12500, 0.12500, -0.93355, -0.35844
-1.00000, 0.00000, -0.30000, -1.00000, -0.92500, -0.22500, 0.57500, 0.57500, -0.86603, 0.50000
-1.00000, 0.00000, -0.30000, -0.90000, -0.87787, -0.22213, 0.55000, 0.55000, -0.89722, 0.44159
-1.00000, 0.00000, -0.30000, -0.80000, -0.83725, -0.21275, 0.52500, 0.52500, -0.92752, 0.37378
-1.00000, 0.00000, -0.30000, -0.70000, -0.80414, -0.19586, 0.50000, 0.50000, -0.95446, 0.29833
-1.00000, 0.00000, -0.30000, -0.60000, -0.77914, -0.17086, 0.47500, 0.47500, -0.97575, 0.21887
-1.00000, 0.00000, -0.30000, -0.50000, -0.76225, -0.13775, 0.45000, 0.45000, -0.99014, 0.14006
-1.00000, 0.00000, -0.30000, -0.40000, -0.75287, -0.09713, 0.42500, 0.42500, -0.99781, 0.06618
-1.00000, 0.00000, -0.30000, -0.30000, -0.75000, -0.05000, 0.40000, 0.40000, -1.00000, 0.00000
-1.00000, 0.00000, -0.30000, -0.20000, -0.75249, 0.00249, 0.37500, 0.37500, -0.99835, -0.05745
-1.00000, 0.00000, -0.30000, -0.10000, -0.75927, 0.05927, 0.35000, 0.35000, -0.99432, -0.10641
-1.00000, 0.00000, -0.30000, -0.00000, -0.76941, 0.11941, 0.32500, 0.32500, -0.98902, -0.14778
-1.00000, 0.00000, -0.30000, 0.10000, -0.78218, 0.18218, 0.30000, 0.30000, -0.98317, -0.18268
-1.00000, 0.00000, -0.30000, 0.20000, -0.79702, 0.24702, 0.27500, 0.27500, -0.97722, -0.21221
-1.00000, 0.00000, -0.30000, 0.30000, -0.81347, 0.31347, 0.25000, 0.25000, -0.97143, -0.23732
-1.00000, 0.00000, -0.30000, 0.40000, -0.83122, 0.38122, 0.22500, 0.22500, -0.96593, -0.25882
-1.00000, 0.00000, -0.30000, 0.50000, -0.85000, 0.45000, 0.20000, 0.20000, -0.96077, -0.27735
-1.00000, 0.00000, -0.30000, 0.60000, -0.86962, 0.51962, 0.17500, 0.17500, -0.95598, -0.29344
-1.00000, 0.00000, -0.30000, 0.70000, -0.88993, 0.58993, 0.15000, 0.15000, -0.95155, -0.30750
-1.00000, 0.00000, -0.30000, 0.80000, -0.91081, 0.66081, 0.12500, 0.12500, -0.94746, -0.31988
-1.00000, 0.00000, -0.30000, 0.90000, -0.93217, 0.73217, 0.10000, 0.10000, -0.94369, -0.33084
-1.00000, 0.00000, -0.20000, -1.00000, -0.95000, -0.15000, 0.55000, 0.55000, -0.86603, 0.50000
-1.00000, 0.00000, -0.20000, -0.90000, -0.90249, -0.14751, 0.52500, 0.52500, -0.89332, 0.44942
-1.00000, 0.00000, -0.20000, -0.80000, -0.86056, -0.13944, 0.50000, 0.50000, -0.92016, 0.39155
-1.00000, 0.00000, -0.20000, -0.70000, -0.82500, -0.12500, 0.47500, 0.47500, -0.94491, 0.32733
-1.00000, 0.00000, -0.20000, -0.60000, -0.79641, -0.10359, 0.45000, 0.45000, -0.96593, 0.25882
-1.00000, 0.00000, -0.20000, -0.50000, -0.77500, -0.07500, 0.42500, 0.42500, -0.98198, 0.18898
-1.00000, 0.00000, -0.20000, -0.40000, -0.76056, -0.03944, 0.40000, 0.40000, -0.99265, 0.12098
-1.00000, 0.00000, -0.20000, -0.30000, -0.75249, 0.00249, 0.37500, 0.37500, -0.99835, 0.05745
-1.00000, 0.00000, -0.20000, -0.20000, -0.75000, 0.05000, 0.35000, 0.35000, -1.00000, 0.00000
-1.00000, 0.00000, -0.20000, -0.10000, -0.75220, 0.10220, 0.32500, 0.32500, -0.99871, -0.05075
-1.00000, 0.00000, -0.20000, -0.00000, -0.75826, 0.15826, 0.30000, 0.30000, -0.99548, -0.09492
-1.00000, 0.00000, -0.20000, 0.10000, -0.76744, 0.21744, 0.27500, 0.27500, -0.99111, -0.13308
-1.00000, 0.00000, -0.20000, 0.20000, -0.77915, 0.27915, 0.25000, 0.25000, -0.98613, -0.16597
-1.00000, 0.00000, -0.20000, 0.30000, -0.79289, 0.34289, 0.22500, 0.22500, -0.98094, -0.19433
-1.00000, 0.00000, -0.20000, 0.40000, -0.80828, 0.40828, 0.20000, 0.20000, -0.97575, -0.21887
-1.00000, 0.00000, -0.20000, 0.50000, -0.82500, 0.47500, 0.17500, 0.17500, -0.97073, -0.24019
-1.00000, 0.00000, -0.20000, 0.60000, -0.84282, 0.54282, 0.15000, 0.15000, -0.96593, -0.25882
-1.00000, 0.00000, -0.20000, 0.70000, -0.86155, 0.61155, 0.12500, 0.12500, -0.96139, -0.27518
-1.00000, 0.00000, -0.20000, 0.80000, -0.88102, 0.68102, 0.10000, 0.10000, -0.95714, -0.28962
-1.00000, 0.00000, -0.20000, 0.90000, -0.90114, 0.75114, 0.07500, 0.07500, -0.95317, -0.30244
-1.00000, 0.00000, -0.10000, -1.00000, -0.97500, -0.07500, 0.52500, 0.52500, -0.86603, 0.50000
-1.00000, 0.00000, -0.10000, -0.90000, -0.92720, -0.07280, 0.50000, 0.50000, -0.89028, 0.45541
-1.00000, 0.00000, -0.10000, -0.80000, -0.88427, -0.06573, 0.47500, 0.47500, -0.91431, 0.40501
-1.00000, 0.00000, -0.10000, -0.70000, -0.84686, -0.05314, 0.45000, 0.45000, -0.93700, 0.34934
-1.00000, 0.00000, -0.10000, -0.60000, -0.81551, -0.03449, 0.42500, 0.42500, -0.95714, 0.28962
-1.00000, 0.00000, -0.10000, -0.50000, -0.79051, -0.00949, 0.40000, 0.40000, -0.97372, 0.22775
-1.00000, 0.00000, -0.10000, -0.40000, -0.77186, 0.02186, 0.37500, 0.37500, -0.98613, 0.16597
-1.00000, 0.00000, -0.10000, -0.30000, -0.75927, 0.05927, 0.35000, 0.35000, -0.99432, 0.10641
-1.00000, 0.00000, -0.10000, -0.20000, -0.75220, 0.10220, 0.32500, 0.32500, -0.99871, 0.05075
-1.00000, 0.00000, -0.10000, -0.10000, -0.75000, 0.15000, 0.30000, 0.30000, -1.00000, 0.00000
-1.00000, 0.00000, -0.10000, -0.00000, -0.75197, 0.20197, 0.27500, 0.27500, -0.99897, -0.04544
-1.00000, 0.00000, -0.10000, 0.10000, -0.75744, 0.25744, 0.25000, 0.25000, -0.99633, -0.08565
-1.00000, 0.00000, -0.10000, 0.20000, -0.76583, 0.31583, 0.22500, 0.22500, -0.99265, -0.12098
-1.00000, 0.00000, -0.10000, 0.30000, -0.77663, 0.37663, 0.20000, 0.20000, -0.98839, -0.15195
-1.00000, 0.00000, -0.10000, 0.40000, -0.78941, 0.43941, 0.17500, 0.17500, -0.98383, -0.17909
-1.00000, 0.00000, -0.10000, 0.50000, -0.80383, 0.50383, 0.15000, 0.15000, -0.97920, -0.20290
-1.00000, 0.00000, -0.10000, 0.60000, -0.81962, 0.56962, 0.12500, 0.12500, -0.97462, -0.22386
-1.00000, 0.00000, -0.10000, 0.70000, -0.83655, 0.63655, 0.10000, 0.10000, -0.97018, -0.24239
-1.00000, 0.00000, -0.10000, 0.80000, -0.85442, 0.70442, 0.07500, 0.07500, -0.96593, -0.25882
-1.00000, 0.00000, -0.10000, 0.90000, -0.87310, 0.77310, 0.05000, 0.05000, -0.96188, -0.27346
-1.00000, 0.00000, -0.00000, -1.00000, -1.00000, -0.00000, 0.50000, 0.50000, -0.86603, 0.50000
-1.00000, 0.00000, -0.00000, -0.90000, -0.95197, 0.00197, 0.47500, 0.47500, -0.88785, 0.46013
-1.00000, 0.00000, -0.00000, -0.80000, -0.90826, 0.00826, 0.45000, 0.45000, -0.90958, 0.41554
-1.00000, 0.00000, -0.00000, -0.70000, -0.86941, 0.01941, 0.42500, 0.42500, -0.93041, 0.36653
-1.00000, 0.00000, -0.00000, -0.60000, -0.83589, 0.03589, 0.40000, 0.40000, -0.94946, 0.31388
-1.00000, 0.00000, -0.00000, -0.50000, -0.80801, 0.05801, 0.37500, 0.37500, -0.96593, 0.25882
-1.00000, 0.00000, -0.00000, -0.40000, -0.78589, 0.08589, 0.35000, 0.35000, -0.97920, 0.20290
-1.00000, 0.00000, -0.00000, -0.30000, -0.76941, 0.11941, 0.32500, 0.32500, -0.98902, 0.14778
-1.00000, 0.00000, -0.00000, -0.20000, -0.75826, 0.15826, 0.30000, 0.30000, -0.99548, 0.09492
-1.00000, 0.00000, -0.00000, -0.10000, -0.75197, 0.20197, 0.27500, 0.27500, -0.99897, 0.04544
-1.00000, 0.00000, -0.00000, -0.00000, -0.75000, 0.25000, 0.25000, 0.25000, -1.00000, 0.00000
-1.00000, 0.00000, -0.00000, 0.10000, -0.75178, 0.30178, 0.22500, 0.22500, -0.99915, -0.04113
-1.00000, 0.00000, -0.00000, 0.20000, -0.75678, 0.35678, 0.20000, 0.20000, -0.99695, -0.07801
-1.00000, 0.00000, -0.00000, 0.30000, -0.76449, 0.41449, 0.17500, 0.17500, -0.99384, -0.11087
-1.00000, 0.00000, -0.00000, 0.40000, -0.77450, 0.47450, 0.15000, 0.15000, -0.99014, -0.14006
-1.00000, 0.00000, -0.00000, 0.50000, -0.78644, 0.53644, 0.12500, 0.12500, -0.98613, -0.16597
-1.00000, 0.00000, -0.00000, 0.60000, -0.80000, 0.60000, 0.10000, 0.10000, -0.98198, -0.18898
-1.00000, 0.00000, -0.00000, 0.70000, -0.81493, 0.66493, 0.07500, 0.07500, -0.97782, -0.20947
-1.00000, 0.00000, -0.00000, 0.80000, -0.83102, 0.73102, 0.05000, 0.05000, -0.97372, -0.22775
-1.00000, 0.00000, -0.00000, 0.90000, -0.84810, 0.79810, 0.02500, 0.02500, -0.96975, -0.24412
-1.00000, 0.00000, 0.10000, -1.00000, -1.02500, 0.07500, 0.47500, 0.47500, -0.86603, 0.50000
-1.00000, 0.00000, 0.10000, -0.90000, -0.97678, 0.07678, 0.45000, 0.45000, -0.88586, 0.46395
-1.00000, 0.00000, 0.10000, -0.80000, -0.93244, 0.08244, 0.42500, 0.42500, -0.90567, 0.42399
-1.00000, 0.00000, 0.10000, -0.70000, -0.89244, 0.09244, 0.40000, 0.40000, -0.92486, 0.38030
-1.00000, 0.00000, 0.10000, -0.60000, -0.85718, 0.10718, 0.37500, 0.37500, -0.94279, 0.33338
-1.00000, 0.00000, 0.10000, -0.50000, -0.82697, 0.12697, 0.35000, 0.35000, -0.95881, 0.28405
-1.00000, 0.00000, 0.10000, -0.40000, -0.80197, 0.15197, 0.32500, 0.32500, -0.97238, 0.23341
-1.00000, 0.00000, 0.10000, -0.30000, -0.78218, 0.18218, 0.30000, 0.30000, -0.98317, 0.18268
-1.00000, 0.00000, 0.10000, -0.20000, -0.76744, 0.21744, 0.27500, 0.27500, -0.99111, 0.13308
-1.00000, 0.00000, 0.10000, -0.10000, -0.75744, 0.25744, 0.25000, 0.25000, -0.99633, 0.08565
-1.00000, 0.00000, 0.10000, -0.00000, -0.75178, 0.30178, 0.22500, 0.22500, -0.99915, 0.04113
