j1,j2,j3,j4,Eigenvalue1,Eigenvalue2,e3,e4,First Eigenvector Comp 1,First Eigenvector Comp 2,concur_fin,density_fin_1,density_fin_2,density_fin_3,density_fin_4,density_fin_5,density_fin_6,density_fin_7,density_fin_8,density_fin_9,density_fin_10,density_fin_11,density_fin_12
-1.0,0.0,-1.0,-1.0,-0.75,-0.75,0.75,0.75,-0.0,1.0,0.0,-5.551115123125783e-17,0.06859581471693807,0.0,2.7755575615628914e-17,0.28503991149783087,0.6383522826262926,0.008011991158938374,0.0,0.0,0.0,0.0,-0.0
-1.0,0.0,-1.0,-0.9,-0.775,-0.675,0.725,0.725,-0.86603,-0.5,0.0,5.551115123125783e-17,0.0,2.7755575615628914e-17,8.326672684688674e-17,0.26580442978788277,0.642016243082474,0.04642370532030121,0.045755621809341944,0.0,0.0,0.0,-0.0
-1.0,0.0,-1.0,-0.8,-0.8,-0.6,0.7,0.7,-0.86603,-0.5,0.0,-5.551115123125783e-17,-1.1102230246251565e-16,0.0,2.7755575615628914e-17,0.26916259238670637,0.6456349591212458,0.04326642281034604,0.04193602568170184,0.0,0.0,0.0,-0.0
-1.0,0.0,-1.0,-0.7,-0.825,-0.525,0.675,0.675,-0.86603,-0.5,0.0,-5.551115123125783e-17,-1.1102230246251565e-16,0.0,5.551115123125783e-17,0.27249121408260357,0.6492218422346981,0.04013691411222782,0.038150029570470714,0.0,0.0,0.0,-0.0
-1.0,0.0,-1.0,-0.6,-0.85,-0.45,0.65,0.65,-0.86603,-0.5,-2.220446049250313e-16,-1.6653345369377348e-16,-1.6653345369377348e-16,-5.551115123125783e-17,-2.7755575615628914e-17,0.2757900260692183,0.6527766027603016,0.037035431952722415,0.03439793921775792,0.0,0.0,0.0,-0.0
-1.0,0.0,-1.0,-0.5,-0.875,-0.375,0.625,0.625,-0.86603,-0.5,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.2790587761485017,0.6562989689324411,0.0339622134437817,0.03068004147527544,0.0,0.0,0.0,-0.0
-1.0,0.0,-1.0,-0.4,-0.9,-0.3,0.6,0.6,-0.86603,-0.5,0.0,-5.551115123125783e-17,-5.551115123125783e-17,-2.7755575615628914e-17,2.7755575615628914e-17,0.2822972286113432,0.6597886867537848,0.030917480194762575,0.02699660444010951,0.0,0.0,0.0,-0.0
-1.0,0.0,-1.0,-0.3,-0.925,-0.225,0.575,0.575,-0.86603,-0.5,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-2.7755575615628914e-17,0.0,0.28550516410280274,0.6632455198500611,0.027901438439131697,0.02334787760800475,0.0,0.0,0.0,-0.0
-1.0,0.0,-1.0,-0.2,-0.95,-0.15,0.55,0.55,-0.86603,-0.5,0.0,5.551115123125783e-17,-5.551115123125783e-17,0.0,2.7755575615628914e-17,0.28868237947254494,0.6666692493088867,0.02491427917508568,0.019734092043482573,0.0,0.0,0.0,-0.0
-1.0,0.0,-1.0,-0.1,-0.975,-0.075,0.525,0.525,-0.86603,-0.5,1.1102230246251565e-16,5.551115123125783e-17,0.0,0.0,2.7755575615628914e-17,0.2918286876110822,0.6700596735033054,0.021956178319512524,0.01615546056609968,0.0,0.0,0.0,-0.0
