j1,j3,j2,j4,e1,e2,Eigenvalue3,Eigenvalue4,First Eigenvector Comp 3,First Eigenvector Comp 4,concur_fin,density_fin_1,density_fin_2,density_fin_3,density_fin_4,density_fin_5,density_fin_6,density_fin_7,density_fin_8,density_fin_9,density_fin_10,density_fin_11,density_fin_12,density_fin_13
-1.0,0.0,-1.0,-1.0,-0.5,0.5,-0.86603,0.86603,-0.4597,-0.88807,0.655413788231841,1.2691678987560727e-16,4.721401009699311e-60,0.9999999999999999,5.992250598664876e-76,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0
-1.0,0.0,-1.0,-0.9,-0.5,0.45,-0.82684,0.87684,-0.47031,-0.8825,0.6571691757992006,0.0,3.528120199321205e-56,0.9999999999999469,-3.148164625914031e-15,-6.390269194140777e-15,-0.0,1.2221195330145341e-14,0.0,0.0,0.0,0.0,5.112215355312623e-14,0.0
-1.0,0.0,-1.0,-0.8,-0.5,0.4,-0.78815,0.88815,-0.4812,-0.87661,0.6588528123608637,0.0,2.5078475506353715e-52,0.9999999999976418,-2.2162715644744355e-29,-3.060585412442335e-13,-1.3692554754454647e-13,3.7480832169782844e-13,0.0,0.0,0.0,0.0,2.4484683299538686e-12,0.0
-1.0,0.0,-1.0,-0.7,-0.5,0.35,-0.75,0.9,-0.49237,-0.87039,0.660433598818027,0.0,1.688911880201077e-48,0.9999999998944527,-2.8067839842562434e-27,-1.3887943864771146e-11,-5.555039312507849e-12,1.475548138108663e-11,0.0,0.0,0.0,0.0,1.1110355091816919e-10,0.0
-1.0,0.0,-1.0,-0.6,-0.5,0.3,-0.7124,0.9124,-0.5038,-0.86382,0.6619077329087562,0.0,1.0765312763525319e-44,0.9999999955269543,1.0692946817776028e-25,-5.964653287258553e-10,-2.0899861086163497e-10,5.38458736700512e-10,0.0,0.0,0.0,0.0,4.7717226298068435e-09,0.0
-1.0,0.0,-1.0,-0.5,-0.5,0.25,-0.67539,0.92539,-0.5155,-0.85689,0.6632304481653949,0.0,6.468788153710022e-41,0.999999821218111,-2.977760461299632e-24,-2.414955160382613e-08,-7.2070672066906425e-09,1.800109456778006e-08,0.0,0.0,0.0,0.0,1.931964128306091e-07,0.0
-1.0,0.0,-1.0,-0.4,-0.5,0.2,-0.63899,0.93899,-0.52744,-0.84959,0.6643851463149743,9.198999526830404e-07,3.65701602395617e-37,0.9999990801000472,2.945770747218515e-69,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0
-1.0,0.0,-1.0,-0.3,-0.5,0.15,-0.60322,0.95322,-0.53962,-0.84191,0.6653095050889491,3.2900164483541574e-05,1.9411394928633123e-33,0.9999670998355165,2.5389571424654113e-68,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0
-1.0,0.0,-1.0,-0.2,-0.5,0.1,-0.56811,0.96811,-0.55201,-0.83384,0.6653156715290189,0.0011003785913337016,9.635476978054395e-30,0.9988996214086663,1.915732864229929e-67,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0
-1.0,0.0,-1.0,-0.1,-0.5,0.05,-0.5337,0.9837,-0.5646,-0.82537,0.6443415788575637,0.03324630883947419,4.320628541784342e-26,0.9667536911605259,1.2175061255539587e-66,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0
-1.0,0.0,-1.0,-0.0,-0.5,0.0,-0.5,1.0,-0.57735,-0.8165,0.33333113644369805,0.5,9.64374923981959e-23,0.5,3.5875479865822054e-66,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0
-1.0,0.0,-1.0,0.1,-0.5,-0.05,-0.46704,1.01704,-0.59025,-0.80722,0.02379972622363496,0.9642913319952671,2.760301854899176e-20,0.03570866800473292,1.2589201367725876e-66,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0
-1.0,0.0,-1.0,0.2,-0.5,-0.1,-0.43485,1.03485,-0.60326,-0.79755,0.0009848615764634268,0.9985211343831769,4.242071510255354e-18,0.0014788656168230805,2.1961839155330615e-67,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0
-1.0,0.0,-1.0,0.3,-0.5,-0.15,-0.40344,1.05344,-0.61634,-0.78748,4.258656687474809e-05,0.9999359639299038,6.304713005248173e-16,6.403607009563278e-05,3.4271269472802344e-68,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0
-1.0,0.0,-1.0,0.4,-0.5,-0.2,-0.37284,1.07284,-0.62948,-0.77702,1.992845723668735e-06,0.999996997312904,0.0,3.0026870024259777e-06,2.960585811541538e-29,0.0,-0.0,9.942444550253097e-14,0.0,0.0,0.0,0.0,-0.0,0.0
-1.0,0.0,-1.0,0.5,-0.5,-0.25,-0.34307,1.09307,-0.64262,-0.76618,1.012533220958114e-07,0.9999998470124621,1.6155871338926322e-27,1.529736499419608e-07,-2.0405514578497197e-27,0.0,-0.0,1.4755938099049302e-11,0.0,0.0,0.0,0.0,-0.0,0.0
-1.0,0.0,-1.0,0.6,-0.5,-0.3,-0.31414,1.11414,-0.65573,-0.75499,5.591178629063131e-09,0.9999999894626159,0.0,8.476230431693438e-09,-8.471902680439848e-25,0.0,-0.0,2.1899757007643523e-09,0.0,0.0,0.0,0.0,-0.0,0.0
-1.0,0.0,-1.0,0.7,-0.5,-0.35,-0.28607,1.13607,-0.66878,-0.74346,3.3620982137761724e-10,0.9999996935859288,0.0,5.118444700787177e-10,-7.065937987499888e-24,0.0,-0.0,3.2502111594211595e-07,0.0,0.0,0.0,0.0,-0.0,0.0
-1.0,0.0,-1.0,0.8,-0.5,-0.4,-0.25887,1.15887,-0.68171,-0.73162,2.2036604081765963e-11,0.9999546020975829,0.0,3.371610841134826e-11,-9.995027511855996e-22,0.0,-0.0,4.8235235494710234e-05,0.0,0.0,0.0,0.0,-0.0,0.0
-1.0,0.0,-1.0,0.9,-0.5,-0.45,-0.23255,1.18255,-0.6945,-0.71949,1.5655306911943612e-12,0.993307149073322,0.0,2.409226087785036e-12,4.676647134892886e-19,0.0,-0.0,0.007111154107035524,0.0,0.0,0.0,0.0,-0.0,0.0
-1.0,0.0,-0.9,-1.0,-0.5,0.5,-0.80932,0.80932,-0.43715,-0.89939,0.651314939069411,0.0,1.3707393977812267e-57,0.999999999999698,-3.357536878569813e-29,-3.6847080721384417e-14,-2.303820642894807e-14,7.122134544418247e-14,0.0,0.0,0.0,0.0,2.947766457710754e-13,0.0
-1.0,0.0,-0.9,-0.9,-0.5,0.45,-0.76912,0.81912,-0.44825,-0.89391,0.6533831264339162,0.0,1.133159703793739e-53,0.9999999999834599,-4.361114669523046e-28,-2.0524231426661687e-12,-1.1938717986122978e-12,3.5774628084561095e-12,0.0,0.0,0.0,0.0,1.6419385141329353e-11,0.0
-1.0,0.0,-0.9,-0.8,-0.5,0.4,-0.72942,0.82942,-0.4597,-0.88807,0.6554137876667627,0.0,8.91071646507188e-50,0.9999999991378296,-1.4047008744283618e-26,-1.0874667728705946e-10,-5.827677345297914e-11,1.6916563013372108e-10,0.0,0.0,0.0,0.0,8.699734182964759e-10,0.0
-1.0,0.0,-0.9,-0.7,-0.5,0.35,-0.69026,0.84026,-0.47151,-0.88186,0.6573601098976426,0.0,6.638687460034065e-46,0.9999999574073499,7.380325564964609e-25,-5.4590011392267805e-09,-2.662387072602645e-09,7.482106205897913e-09,0.0,0.0,0.0,0.0,4.367200911381425e-08,0.0
-1.0,0.0,-0.9,-0.6,-0.5,0.3,-0.65166,0.85166,-0.48366,-0.87526,0.6592073142398803,2.5911334147113004e-07,4.67661073963432e-42,0.9999997408866586,5.148039067083512e-66,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0
-1.0,0.0,-0.9,-0.5,-0.5,0.25,-0.61366,0.86366,-0.49615,-0.86824,0.6609307993613034,1.1582542126166577e-05,3.102542545084892e-38,0.9999884174578738,6.9311064545172595e-65,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0
-1.0,0.0,-0.9,-0.4,-0.5,0.2,-0.57629,0.87629,-0.50897,-0.86078,0.6621997771588088,0.00048591053827526576,1.931712921061634e-34,0.9995140894617248,8.223204072715868e-64,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0
-1.0,0.0,-0.9,-0.3,-0.5,0.15,-0.53958,0.88958,-0.52211,-0.85288,0.6514481725624683,0.018743258468625998,1.1058692200944929e-30,0.981256741531374,8.397547669063878e-63,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0
-1.0,0.0,-0.9,-0.2,-0.5,0.1,-0.50356,0.90356,-0.53554,-0.84451,0.39109167644138365,0.4119281968435014,3.607053689118291e-27,0.5880718031564985,4.560213950084073e-62,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0
-1.0,0.0,-0.9,-0.1,-0.5,0.05,-0.46827,0.91827,-0.54924,-0.83566,0.02676636130540396,0.9598054811185631,1.2473453748820745e-24,0.040194518881436804,2.440617611504321e-62,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0
-1.0,0.0,-0.9,-0.0,-0.5,0.0,-0.43374,0.93374,-0.56319,-0.82633,0.0008822028232387817,0.9986763001898583,1.9261967621563573e-22,0.001323699810141626,5.406145067069354e-63,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0
-1.0,0.0,-0.9,0.1,-0.5,-0.05,-0.4,0.95,-0.57735,-0.8165,3.026504633340853e-05,0.9999546021312975,2.862388628306716e-20,4.53978687024344e-05,1.0648303170199047e-63,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0
-1.0,0.0,-0.9,0.2,-0.5,-0.1,-0.36708,0.96708,-0.59169,-0.80617,1.1249276127467612e-06,0.9999983120599671,4.248347084324368e-18,1.6879400329224023e-06,1.929853828803618e-64,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0
-1.0,0.0,-0.9,0.3,-0.5,-0.15,-0.33502,0.98502,-0.60616,-0.79534,4.553568871184259e-08,0.9999999316073217,6.305116328923168e-16,6.839267775643744e-08,3.2092298178520693e-65,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0
-1.0,0.0,-0.9,0.4,-0.5,-0.2,-0.30383,1.00383,-0.62072,-0.78403,2.0092440942600432e-09,0.9999999969768577,0.0,3.0230487254874185e-09,1.9298970468342714e-29,0.0,-0.0,9.94247437433517e-14,0.0,0.0,0.0,0.0,-0.0,0.0
-1.0,0.0,-0.9,0.5,-0.5,-0.25,-0.27356,1.02356,-0.63532,-0.77225,9.71215621139776e-11,0.9999999998396127,0.0,1.4649936819242985e-10,-4.342432927234265e-27,0.0,-0.0,1.475594035415761e-11,0.0,0.0,0.0,0.0,-0.0,0.0
-1.0,0.0,-0.9,0.6,-0.5,-0.3,-0.2442,1.0442,-0.64991,-0.76001,5.137448441765288e-12,0.9999999979310705,0.0,7.775837068856604e-12,1.0463929372732306e-24,0.0,-0.0,2.1899757193100626e-09,0.0,0.0,0.0,0.0,-0.0,0.0
