j1,j4,j2,j3,e1,e2,Eigenvalue3,Eigenvalue4,First Eigenvector Comp 3,First Eigenvector Comp 4,concur_fin,density_fin_1,density_fin_2,density_fin_3,density_fin_4,density_fin_5,density_fin_6,density_fin_7,density_fin_8,density_fin_9,density_fin_10,density_fin_11,density_fin_12,density_fin_13
1.0,0.0,-1.0,-1.0,0.25,0.25,-1.11603,0.61603,-0.88807,-0.4597,0.04415134491393363,0.23565007189717252,-2.7755575615628914e-17,0.09066909497474518,-5.551115123125783e-16,0.0,0.21901371936189143,0.4830802782127559,0.0,0.0,0.0,0.0,-0.0,0.0
1.0,0.0,-1.0,-0.9,0.275,0.225,-1.10184,0.60184,-0.8825,-0.47031,0.04423743240332606,0.23453323112107188,0.0,0.08919124317722432,2.220446049250313e-16,0.0,0.21969210304539044,0.48511883434639513,0.0,0.0,0.0,0.0,-0.0,0.0
1.0,0.0,-1.0,-0.8,0.3,0.2,-1.08815,0.58815,-0.87661,-0.4812,0.04432939070808445,0.233415904430024,0.0,0.08776404048618724,-3.0531133177191805e-16,0.0,0.22034409485678896,0.4871300204235979,0.0,0.0,0.0,0.0,-0.0,0.0
1.0,0.0,-1.0,-0.7,0.325,0.175,-1.075,0.575,-0.87039,-0.49237,0.04442707704797583,0.2322980861065442,0.0,0.08639174831675198,3.608224830031759e-16,0.0,0.2209703146911368,0.48911436392012103,0.0,0.0,0.0,0.0,-0.0,0.0
1.0,0.0,-1.0,-0.6,0.35,0.15,-1.0624,0.5624,-0.86382,-0.5038,0.04453265015349317,0.23117989584249857,-2.7755575615628914e-17,0.08507549928385746,8.326672684688674e-17,0.0,0.22156491349173232,0.4910656548526089,0.0,0.0,0.0,0.0,-0.0,0.0
1.0,0.0,-1.0,-0.5,0.375,0.125,-1.05039,0.55039,-0.85689,-0.5155,0.04464532011520028,0.23006133459353612,-2.7755575615628914e-17,0.08381954625458204,2.7755575615628914e-17,0.0,0.22213130425090086,0.4929873941842025,0.0,0.0,0.0,0.0,-0.0,0.0
1.0,0.0,-1.0,-0.4,0.4,0.1,-1.03899,0.53899,-0.84959,-0.52744,0.04476616244791931,0.22894248452629298,0.0,0.08262605313498872,-1.942890293094024e-16,0.0,0.22266511904042213,0.4948749046777938,0.0,0.0,0.0,0.0,-0.0,0.0
1.0,0.0,-1.0,-0.3,0.425,0.075,-1.02822,0.52822,-0.84191,-0.53962,0.044894367502808286,0.22782342649387627,0.0,0.08149717745921292,-2.7755575615628914e-16,0.0,0.22316894292226466,0.49673089620071015,0.0,0.0,0.0,0.0,-0.0,0.0
1.0,0.0,-1.0,-0.2,0.45,0.05,-1.01811,0.51811,-0.83384,-0.55201,0.04503192561081448,0.2267042029825491,-2.7755575615628914e-17,0.08043611246435664,-1.1102230246251565e-16,0.0,0.22363791271456318,0.49855012174268715,0.0,0.0,0.0,0.0,-0.0,0.0
1.0,0.0,-1.0,-0.1,0.475,0.025,-1.0087,0.5087,-0.82537,-0.5646,0.04518023175838293,0.2255848206638965,2.7755575615628914e-17,0.07944708703377037,1.1102230246251565e-16,0.0,0.2240714624857316,0.5003318578035704,0.0,0.0,0.0,0.0,-0.0,0.0
